CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,LifetimeValue,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash On Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_Unified Payment Interface,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Cluster
54126,0,18,1,7,3,4,1,8,1,13,1,2,3,149,468,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54127,0,1,3,12,3,4,5,3,1,12,2,2,3,149,24,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54128,0,13,1,16,3,4,1,4,0,15,1,2,4,319,408,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
54129,1,1,3,16,3,4,5,3,0,20,2,2,1,143,40,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
54130,0,10,3,10,4,5,1,2,0,20,4,4,5,201,800,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
54131,0,10,1,11,4,4,4,9,0,14,2,2,3,176,280,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
54132,0,30,1,7,3,4,3,3,0,22,1,2,10,188,1320,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54133,1,1,1,7,3,4,1,11,1,15,3,3,3,173,45,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54134,0,16,1,9,3,4,3,7,0,15,2,5,15,314,1256,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
54135,1,20,1,14,4,4,3,10,0,12,7,10,9,148,2400,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54136,0,15,1,35,3,5,4,2,0,24,2,3,11,261,1082,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
54137,0,8,3,35,4,5,3,3,0,22,2,2,8,192,352,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
54138,0,10,3,22,3,6,1,3,0,25,5,12,12,179,3000,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2
54139,0,15,3,10,3,5,4,4,0,12,1,2,4,214,360,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54140,0,6,1,9,4,4,5,3,0,15,2,2,3,149,180,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54141,0,9,2,33,3,4,1,3,1,17,2,2,4,213,306,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
54142,0,12,3,17,4,4,1,3,0,12,1,2,10,178,288,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
54143,1,14,3,7,4,4,3,9,0,13,2,2,2,192,364,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54144,0,10,3,18,4,5,1,6,0,14,2,2,1,192,280,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
54145,0,19,3,27,3,4,3,10,0,16,2,2,2,174,608,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
54146,0,14,1,9,3,5,3,4,0,15,1,3,3,153,630,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
54147,0,9,1,25,4,4,3,3,1,15,2,2,3,182,270,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54148,0,14,1,9,4,4,3,4,0,15,2,2,3,145,420,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
54149,0,9,1,7,4,6,1,3,0,13,1,2,2,155,234,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
54150,0,3,1,20,3,5,4,6,1,14,2,2,4,165,84,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
54151,0,3,1,35,4,5,5,3,0,15,1,2,5,163,90,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
54152,1,14,3,35,3,5,5,6,1,14,1,3,1,234,589,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
54153,0,13,3,31,3,5,1,2,0,12,2,3,7,245,469,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
54154,0,5,1,12,4,4,5,2,0,20,1,2,4,224,200,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
54155,0,1,3,12,2,5,3,2,0,19,1,2,1,155,38,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
54156,0,10,1,30,3,2,1,6,0,18,1,2,4,151,360,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54157,0,13,1,13,3,5,5,6,0,16,2,2,4,225,416,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
54158,0,1,1,11,3,2,4,3,1,21,2,2,4,186,42,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54159,0,23,3,9,4,5,4,4,0,15,2,2,9,179,690,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54160,0,8,1,15,3,2,3,4,0,13,1,2,3,169,208,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54161,1,5,3,7,4,4,1,10,1,12,1,2,6,185,120,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
54162,0,23,1,15,4,5,4,3,0,24,1,2,8,176,1104,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54163,1,1,1,9,4,5,3,8,1,16,1,2,1,146,32,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
54164,0,7,1,10,3,4,3,3,1,12,3,4,1,154,336,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
54165,0,1,1,9,3,4,4,11,0,13,2,3,3,160,39,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54166,0,6,1,9,4,4,1,2,0,14,2,4,7,156,336,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
54167,0,31,1,10,3,2,5,6,1,21,1,2,1,152,1302,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
54168,0,4,1,31,4,4,3,3,0,23,2,2,1,152,184,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54169,0,12,1,30,3,5,3,2,0,22,2,2,4,220,528,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
54170,0,10,1,34,4,4,3,8,0,14,1,8,8,177,1120,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54171,0,9,1,23,3,2,4,2,0,14,2,2,4,149,252,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54172,0,3,1,22,3,5,3,2,1,13,2,2,9,167,78,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
54173,0,5,1,33,3,4,3,3,0,18,4,5,4,154,450,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54174,0,8,1,26,4,4,1,2,0,12,1,2,3,152,192,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54175,1,1,1,31,3,5,3,7,1,15,1,2,4,145,30,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
54176,0,3,1,28,3,2,5,3,0,12,7,9,4,225,324,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
54177,0,6,1,12,4,2,4,2,1,13,2,2,6,158,156,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54178,0,1,1,23,4,2,1,3,1,14,1,2,1,154,28,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54179,0,27,3,9,4,5,1,4,0,17,1,4,8,279,1836,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
54180,0,12,1,9,3,4,1,7,1,12,1,2,3,164,288,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
54181,0,1,1,18,4,2,3,2,0,19,1,2,4,165,38,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
54182,1,1,3,16,3,5,5,9,0,24,1,2,4,159,48,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
54183,0,8,1,14,3,4,4,2,0,12,1,3,12,245,288,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
54184,0,1,1,22,4,4,1,3,0,15,2,2,1,137,30,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
54185,1,1,1,13,3,4,5,4,0,12,1,2,4,155,24,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54186,0,27,1,12,3,4,3,6,0,15,2,5,9,316,2120,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
54187,1,1,1,23,4,6,5,3,1,23,1,7,8,164,161,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
54188,0,16,3,15,3,4,4,2,0,12,3,5,3,193,960,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
54189,0,18,1,14,3,5,1,5,0,15,1,6,4,227,1620,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
54190,0,20,3,9,3,4,5,5,0,15,3,3,2,314,942,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
54191,0,7,1,9,4,4,1,6,0,12,1,2,1,150,168,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54192,0,18,1,17,3,4,1,4,1,14,1,2,4,190,504,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
54193,0,4,1,16,3,5,3,3,0,14,1,2,9,147,112,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54194,1,3,3,12,3,4,1,5,0,15,1,2,1,146,90,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54195,1,1,1,7,4,4,1,4,1,17,1,3,1,148,51,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54196,0,17,1,9,4,2,3,3,0,13,2,2,5,151,442,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
54197,1,14,3,10,3,5,3,3,1,15,2,2,3,152,420,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
54198,0,9,3,9,4,4,1,3,0,14,3,3,3,145,378,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
54199,0,10,1,12,3,5,5,11,1,15,2,2,1,159,300,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
54200,0,7,3,7,3,2,5,4,0,20,1,2,4,179,280,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
54201,0,9,1,11,4,4,1,3,0,13,2,2,1,145,234,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
54202,0,1,1,9,3,4,5,3,0,14,2,2,1,148,28,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
54203,1,1,1,32,3,6,3,3,0,13,1,2,2,148,26,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
54204,0,1,3,15,3,4,3,3,0,16,2,2,4,212,32,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
54205,0,4,1,7,3,4,1,3,0,24,2,4,8,165,384,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
54206,1,5,1,19,3,4,3,3,0,15,2,16,9,320,1256,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
54207,0,8,3,30,4,4,3,2,0,21,1,9,8,171,1512,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
54208,0,11,1,26,4,4,4,6,0,22,1,2,1,155,484,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54209,0,20,3,12,4,4,1,6,1,22,2,2,9,183,880,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
54210,0,9,1,15,3,2,1,3,0,20,2,2,2,148,360,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54211,1,12,1,7,4,5,3,11,1,14,1,2,1,179,336,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
54212,1,1,1,12,3,4,3,3,1,14,1,3,3,159,42,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54213,0,18,3,7,4,4,5,7,1,22,2,2,4,180,792,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
54214,0,9,1,18,4,5,5,4,1,14,2,3,4,224,378,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
54215,0,1,3,30,3,5,1,9,1,20,1,2,1,167,40,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
54216,0,7,1,30,4,4,1,3,1,13,4,3,13,260,273,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
54217,0,9,3,6,4,4,5,3,0,23,1,2,4,216,414,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
54218,0,9,1,30,2,4,5,5,1,16,1,3,3,165,432,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
54219,0,5,1,14,3,4,1,5,0,23,1,2,8,184,230,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54220,0,11,1,7,3,5,3,3,0,19,1,2,8,185,418,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54221,0,6,1,7,3,4,1,3,1,23,6,8,9,187,1104,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54222,0,12,1,36,3,4,1,3,0,12,7,10,10,149,1440,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
54223,0,24,1,14,3,5,3,7,1,15,5,14,9,312,5277,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2
54224,0,31,3,32,5,4,5,9,0,12,7,8,10,201,2976,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2
54225,0,10,1,15,3,4,3,3,0,14,8,13,4,226,1820,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
54226,0,29,1,15,3,4,3,4,1,15,1,2,3,273,870,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
54227,0,10,1,18,4,5,4,3,0,14,2,2,4,190,280,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
54228,0,19,1,14,3,4,5,4,0,18,1,2,4,222,684,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
54229,0,9,1,7,4,4,5,6,0,14,1,2,3,147,252,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54230,1,1,1,16,4,5,3,2,1,18,2,2,1,159,36,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54231,0,31,3,7,3,5,3,9,0,12,2,2,4,180,744,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
54232,0,3,1,9,4,4,4,2,0,24,2,2,5,152,144,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54233,0,5,1,7,3,4,4,3,0,18,2,2,1,150,180,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54234,0,6,1,7,4,4,4,3,0,18,2,2,10,187,216,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54235,0,10,1,13,3,2,1,5,0,13,1,2,1,155,260,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
54236,0,5,1,15,4,4,1,3,0,24,2,2,9,169,240,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
54237,0,9,3,7,3,5,5,2,0,15,2,3,9,168,405,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
54238,0,19,1,13,3,4,5,6,1,15,2,3,1,257,857,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
54239,0,11,1,14,2,4,3,6,0,14,1,2,3,262,308,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54240,0,20,2,12,4,4,4,3,1,23,2,2,3,175,920,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54241,0,4,1,7,3,5,1,3,1,13,2,4,1,176,208,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54242,0,9,1,7,2,5,3,3,0,19,2,2,5,154,342,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54243,0,29,3,7,4,4,1,5,0,15,1,2,4,227,870,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
54244,0,12,1,13,4,6,1,9,1,13,1,2,10,178,312,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
54245,0,8,1,7,4,4,4,3,0,16,2,2,4,168,256,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54246,0,30,1,14,3,6,1,6,0,12,1,2,3,198,720,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
54247,0,1,3,9,4,4,5,5,0,14,2,2,1,148,28,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54248,0,25,1,16,4,4,1,5,0,24,2,2,4,146,1200,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54249,0,4,1,9,5,5,1,3,0,20,4,11,9,167,880,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54250,1,10,3,16,4,5,1,3,0,17,4,5,4,221,850,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54251,0,14,1,7,4,5,4,3,0,23,6,3,12,260,968,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
54252,0,25,3,28,4,4,1,2,1,23,1,2,1,179,1150,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
54253,0,4,3,11,4,5,4,3,1,13,3,3,8,177,156,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
54254,0,20,1,7,3,5,5,4,1,14,5,3,6,232,842,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
54255,0,6,3,13,3,4,3,3,0,17,6,6,8,175,612,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
54256,0,28,1,9,3,4,3,11,0,13,1,3,4,260,1094,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
54257,0,1,3,10,3,4,3,2,0,22,1,2,3,175,44,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
54258,0,2,3,11,3,4,3,3,0,16,1,2,5,167,64,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54259,0,31,3,17,3,4,3,2,0,14,1,2,9,264,868,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
54260,0,18,1,30,4,4,4,6,0,13,1,2,3,145,468,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54261,1,1,2,13,4,4,5,6,1,23,1,2,3,146,46,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
54262,0,6,1,7,4,4,5,3,0,14,1,2,1,155,168,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
54263,1,1,1,13,4,5,1,3,1,19,1,2,1,154,38,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
54264,0,8,1,13,3,4,3,3,0,15,1,3,11,173,360,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
54265,0,11,1,9,4,5,1,7,0,15,2,2,1,177,330,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54266,0,31,2,9,3,5,1,11,0,15,1,3,3,313,1460,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
54267,0,24,1,7,4,4,4,5,1,15,1,2,8,307,753,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
54268,1,1,3,12,3,5,3,3,1,12,1,2,4,182,24,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
54269,0,1,1,14,4,5,1,3,0,12,1,3,2,154,36,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54270,0,1,1,22,3,4,1,3,0,16,2,2,1,154,32,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
54271,0,25,1,7,2,5,5,5,0,21,5,13,9,200,6825,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2
54272,1,1,1,14,4,6,3,3,1,25,2,2,7,186,50,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
54273,0,28,2,33,2,2,1,4,1,15,3,5,5,298,2199,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
54274,0,1,1,25,3,4,3,2,0,13,1,2,3,153,26,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54275,0,8,1,13,3,5,4,8,0,16,2,2,1,170,256,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
54276,0,11,3,10,3,4,1,4,0,13,1,2,4,199,286,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
54277,0,8,1,12,3,5,5,4,0,13,3,3,9,241,312,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
54278,0,10,3,18,4,4,1,2,0,15,1,3,4,222,450,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
54279,0,10,1,10,3,4,1,7,0,23,1,2,1,153,460,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
54280,0,17,3,33,4,4,1,3,1,15,2,5,13,295,1335,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
54281,0,4,1,30,4,6,3,3,0,26,1,2,10,151,208,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54282,0,7,3,29,4,4,4,2,0,14,1,2,8,186,196,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
54283,1,20,1,21,4,4,4,11,1,19,4,5,4,175,1900,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
54284,0,25,1,13,3,4,3,9,0,15,9,16,16,320,6283,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2
54285,1,1,3,13,4,6,3,6,1,19,1,8,8,187,152,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54286,0,1,1,13,3,5,4,3,0,20,3,5,4,149,100,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
54287,1,21,1,30,4,4,1,3,0,13,8,16,4,228,4368,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2
54288,1,1,3,29,3,4,3,3,1,20,2,2,1,142,40,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
54289,0,1,1,9,4,4,1,2,0,15,3,3,2,150,45,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
54290,0,23,1,27,4,4,5,3,0,15,6,6,12,191,2070,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
54291,0,17,1,35,4,2,3,6,0,13,1,2,3,172,442,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
54292,0,24,3,19,4,4,1,6,0,12,2,3,4,217,864,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
54293,1,1,3,27,4,6,3,5,1,12,1,3,3,171,36,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
54294,0,15,3,16,4,4,3,5,1,14,1,2,8,207,420,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
54295,0,1,2,32,4,4,3,3,0,24,3,6,8,154,144,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
54296,0,10,1,13,3,4,4,8,0,21,1,2,2,174,420,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54297,1,15,1,15,3,6,1,4,0,16,2,2,4,232,480,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
54298,0,13,3,11,3,5,3,6,0,15,6,6,10,184,1170,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
54299,0,1,3,35,3,5,3,4,0,19,2,3,4,211,57,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54300,0,4,2,16,3,4,1,2,1,20,5,5,8,188,400,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
54301,1,1,1,16,3,4,5,9,0,23,2,2,5,167,46,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
54302,0,19,1,36,3,4,1,7,0,14,2,2,4,160,532,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54303,0,12,1,10,3,4,3,5,1,21,3,3,3,168,756,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
54304,0,4,1,25,4,4,3,3,0,15,2,2,5,151,120,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
54305,0,6,3,16,3,6,1,2,0,18,1,2,8,172,216,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54306,0,4,1,12,3,4,5,7,0,15,1,3,31,157,180,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
54307,0,4,1,9,3,5,1,2,0,14,1,2,3,152,112,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
54308,0,15,1,17,4,5,5,6,0,15,3,8,8,297,1884,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
54309,0,15,1,16,4,4,5,4,0,22,1,2,5,147,660,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
54310,0,1,1,10,4,4,4,3,0,15,2,2,1,140,30,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
54311,0,14,1,33,3,4,4,3,0,12,1,3,14,181,504,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
54312,0,9,3,7,4,4,4,3,0,14,1,2,7,198,252,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
54313,0,27,3,13,3,4,3,4,1,21,1,5,6,148,2835,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2
54314,0,19,1,16,3,4,4,10,0,19,2,2,16,148,722,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
54315,0,6,3,15,3,4,1,3,0,15,3,4,4,215,360,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
54316,0,3,1,7,3,4,3,3,0,14,1,2,10,168,84,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54317,0,25,1,14,3,5,3,4,0,18,2,2,1,186,900,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54318,0,31,1,16,4,5,4,6,1,21,2,2,1,158,1302,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
54319,0,14,3,11,4,5,1,9,0,12,2,3,12,234,505,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
54320,0,8,3,9,4,4,3,8,0,19,1,2,3,147,304,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
54321,0,1,1,26,4,4,1,3,0,25,3,3,3,148,75,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
